"Fecha","Estación","Aceites y grasas (mg/L)","Alacloro (µg/L)","Aldrin (µg/L)","Alfa cipermetrina (µg/L)","AMPA (µg/L)","Atrazina (µg/L)","Atrazina desetil (µg/L)","Atrazina desisopropil (µg/L)","Azoxiestrobina (µg/L)","Clordano Cis (µg/L)","Clordano Trans (µg/L)","Clorofila_a_(lab_µg) (µg/L)","Clorpirifos (µg/L)","Clorpirifos Metil (µg/L)","Coliformes Termotolerantes (Fecales) (Membrana Filtrante) (ufc/100ml)","Color (unidad de color)","Compuestos Halogenados adsorbibles (AOX) (µg/L)","Conductividad (µS/cm)","Cromo VI (mg/L)","DBO5 (mg O2/L)","Demanda química de oxigeno (DQO) (mg O2/L)","Diazinon (µg/L)","Dieldrin (µg/L)","Diuron (µg/L)","Endosulfan alfa (µg/L)","Endosulfan beta (µg/L)","Endosulfan sulfato (µg/L)","Endrin (µg/L)","Escherichia coli (Memabrana Filtrante) (ufc/100ml)","Escherichia coli (Sustrato Definido - Colilert®) (NMP/100mL)","Etil Paration (µg/L)","Etion (µg/L)","Feofitina a (µg/L)","Fipronil (µg/L)","Floración Algal (sin unid)","Fluroxipir meptil (µg/L)","Fosfato (ortofosfato) (µg PO4-P/L)","Fósforo total (µg P/L)","Glifosato (µg/L)","Heptacloro (µg/L)","Heptacloro Epoxido (µg/L)","Hexaclorobenceno (µg/L)","Ion Nitrito (mg NO2-N/L)","Lindano (µg/L)","Malathion (µg/L)","Mercurio total (mg/L)","Metil Paration (µg/L)","Metoxicloro (µg/L)","Mirex (µg/L)","Nitrato (mg NO3-N/L)","Nitrógeno Amoniacal (amonio) (mg NH4-N/L)","Nitrógeno total (mg N/L)","o,p' DDD (µg/L)","o,p' DDE (µg/L)","o,p' DDT (µg/L)","Oxigeno disuelto (mg/L)","Potencial de hidrogeno (pH) (sin unid)","p,p' DDD (µg/L)","p,p' DDE (µg/L)","p,p' DDT (µg/L)","Profundidad_Sitio (m)","Saturación de oxígeno (%)","Simazina (µg/L)","Sólidos suspendidos totales (mg/L)","Sólidos totales (mg/L)","Temperatura (ºC)","Transparencia (cm)","Trifloxiestrobina (µg/L)","Trifluralina (µg/L)","Turbidez (NTU)"
"2011-07-19 13:40:00","SJ05","5","","","","","","","","","","","","","","","300","","151.5","0.007","2.6","","","","","","","","","","","","","","","","","","736","","","","","0.003","","","","","","","0.89","0.007","","","","","7.02","6.44","","","","","","","","","10.6","","","","50"
"2011-07-19 14:30:00","SJ02","","","","","","","","","","","","","","","","150","","129.5","","1","","","","","","","","","","","","","","","","","","178","","","","","0.009","","","","","","","0.66","0.01","","","","","7.26","5.94","","","","","","","","","10.1","","","","38"
"2011-07-19 15:15:00","SJ01","","","","","","","","","","","","","","","","300","","119.3","","2.2","","","","","","","","","","","","","","","","","","197","","","","","0.006","","","","","","","0.46","0.02","","","","","8.94","5.95","","","","","","","","","9.6","","","","40"
"2011-07-20 09:45:00","SLC01","","","","","","","","","","","","","","","170","200","","98.7","","1","","","","","","","","","","","","","","","","","","141","","","","","0.003","","","","","","","0.17","0.007","","","","","9.75","6.38","","","","","","","","","9.5","","","","32"
"2011-07-20 10:23:00","SLC02","","","","","","","","","","","","","","","180","200","","97.5","","1","","","","","","","","","","","","","","","","","","228","","","","","0.003","","","","","","","0.3","0.007","","","","","9.92","6.43","","","","","","","","","9.8","","","","40"
"2011-07-20 10:53:00","PS01=SLC03","","","","","","","","","","","","0.05","","","810","150","","103.5","","2.4","","","","","","","","","","","","","0.8","","","","","250","","","","","0.003","","","","","","","0.4","0.007","","","","","9.56","6.19","","","","","","","","","9.9","","","","45"
"2011-07-20 12:03:00","PS02","","","","","","","","","","","","","","","","","","67.1","","","","","","","","","","","","","","","","","","","","315","","","","","0.003","","","","","","","0.25","0.061","","","","","9.02","6.15","","","","","","","","","10.6","","","","45"
"2011-07-20 12:17:00","PS03","","","","","","","","","","","","0.05","","","1190","","","73.4","","","","","","","","","","","","","","","2.2","","","","","346","","","","","0.009","","","","","","","0.39","0.078","","","","","8.38","6.26","","","","","","","","","10.8","","","","45"
"2011-07-20 12:32:00","PS04","","","","","","","","","","","","0.05","","","","","","81.8","","","","","","","","","","","","","","","2.3","","","","","355","","","","","0.006","","","","","","","0.45","0.078","","","","","8.29","6.29","","","","","","","","","11.1","","","","45"
"2011-07-21 10:30:00","SL01","","","","","","","","","","","","","","","","150","","124.3","","1","","","","","","","","","","","","","","","","","","201","","","","","0.003","","","","","","","0.24","0.01","","","","","8.63","6.53","","","","","","","","","10","","","","24"
"2011-07-21 11:15:00","SL02","","","","","","","","","","","","","","","","150","","91.5","","1","","","","","","","","","","","","","","","","","","199","","","","","0.003","","","","","","","0.18","0.007","","","","","8.56","6.43","","","","","","","","","10.3","","","","29"
"2011-07-21 12:10:00","SL03","","","","","","","","","","","","","","","500","150","","123.3","","5","","","","","","","","","","","","","","","","","","146","","","","","0.003","","","","","","","0.23","0.007","","","","","6.7","6.66","","","","","","","","","11.1","","","","50"
"2011-07-21 14:00:00","SL04","","","","","","","","","","","","","","","400","200","","113","","5","","","","","","","","","","","","","","","","","","243","","","","","0.003","","","","","","","0.33","0.007","","","","","9.08","6.5","","","","","","","","","10.4","","","","60"
"2011-07-21 14:41:00","SL05","","","","","","","","","","","","","","","1300","200","","108.6","","5","","","","","","","","","","","","","","","","","","285","","","","","0.007","","","","","","","0.27","0.01","","","","","8.96","6.88","","","","","","","","","10.9","","","","55"
"2011-07-26 09:50:00","CG01","","","","","","","","","","","","0.4","","","30000","","","400.5","","5","","","","","","","","","","","","","1.5","","","","","951","","","","","0.03","","","","","","","0.87","0.19","","","","","5.5","6.12","","","","","","","","","10.7","","","","150"
"2011-07-26 10:40:00","CG03","","","","","","","","","","","","0.6","","","240","","","229.9","","5","","","","","","","","","","","","","0.6","","","","","665","","","","","0.003","","","","","","","0.5","0.34","","","","","9.96","7.3","","","","","","","","","11.2","","","","65"
"2011-07-26 11:20:00","CA02","","","","","","","","","","","","","","","45000","200","","415.8","","5","","","","","","","","","","","","","","","","","","1320","","","","","0.076","","","","","","","1.3","3.41","","","","","4.89","6.89","","","","","","","","","11.8","","","","90"
"2011-07-26 11:55:00","CA01","","","","","","","","","","","","","","","13000","400","","297.6","","5","","","","","","","","","","","","","","","","","","1250","","","","","0.049","","","","","","","0.94","0.34","","","","","7.13","6.87","","","","","","","","","12.6","","","","290"
"2011-07-26 12:15:00","CA04","","","","","","","","","","","","","","","47000","500","","301.4","","5","","","","","","","","","","","","","","","","","","941","","","","","0.04","","","","","","","1.1","0.06","","","","","6.15","6.95","","","","","","","","","12.1","","","","180"
"2012-01-02 00:00:00","SJ01","","","","","","","","","","","","","","","","42","","454.9","","1.8","","","","","","","","","","","","","","","","","","174","","","","","0.005","","","","","","","0.42","0.008","","","","","7.11","8.14","","","","","","","","","24.6","","","","2.9"
"2012-01-02 00:00:00","SL06","","","","","","","","","","","","","","","","70","","797","","0.9","","","","","","","","","","","","","","","","","","335","","","","","0.003","","","","","","","0.42","0.004","","","","","6.86","8.79","","","","","","","","","26.9","","","","14"
"2012-01-02 00:00:00","SJ04","","","","","","","","","","","","","","","","85","","624","","0.9","","","","","","","","","","","","","","","","","","341","","","","","0.003","","","","","","","0.42","0.004","","","","","9.33","9.01","","","","","","","","","26.7","","","","24"
"2012-01-02 10:10:00","CO01","5","","","","","","","","","","","","","","","65","","7680","0.001","3.3","","","","","","","","","","","","","","","","","","428","","","","","0.15","","","","","","","0.43","0.3","","","","","5.51","7.74","","","","","","","","","25.4","","","","9.4"
"2012-01-02 13:05:00","SJ03","","","","","","","","","","","","","","","","70","","492","","0.9","","","","","","","","","","","","","","","","","","686","","","","","0.01","","","","","","","1.7","0.008","","","","","4.39","7.85","","","","","","","","","27.5","","","","10"
"2012-01-02 13:30:00","SJ05","5","","","","","","","","","","","","","","","130","","1365","0.001","0.9","","","","","","","","","","","","","","","","","","3900","","","","","0.059","","","","","","","7.9","0.019","","","","","4.26","7.92","","","","","","","","","22","","","","18"
"2012-01-02 14:25:00","SJ02","","","","","","","","","","","","","","","","42","","425","","0.9","","","","","","","","","","","","","","","","","","239","","","","","0.007","","","","","","","0.42","0.008","","","","","5.46","7.92","","","","","","","","","25.3","","","","2.7"
"2012-01-03 10:48:00","SLC01","","","","","","","","","","","","","","","3100","50","","312.1","","0.9","","","","","","","","","","","","","","","","","","156","","","","","0.002","","","","","","","0.42","0.004","","","","","5.84","7.73","","","","","","","","","24","","","","4.4"
"2012-01-03 11:36:00","SLC02","","","","","","","","","","","","","","","2000","65","","350","","2.1","","","","","","","","","","","","","","","","","","357","","","","","0.003","","","","","","","0.42","0.017","","","","","4.9","8.35","","","","","","","","","28.2","","","","2.9"
"2012-01-03 12:10:00","PS01=SLC03","","","","","","","","","","","","144","","","810","110","","447.4","","6.8","","","","","","","","","","","","","0.05","","","","","786","","","","","0.003","","","","","","","0.014","0.004","","","","","9.98","9.14","","","","","","","","","26","","","","9"
"2012-01-03 13:23:00","PS03","","","","","","","","","","","","4.7","","","10","","","145","","","","","","","","","","","","","","","2.2","","","","","318","","","","","0.002","","","","","","","0.014","0.008","","","","","6.41","8.04","","","","","","","","","28.7","","","","5.8"
"2012-01-03 13:40:00","PS04","","","","","","","","","","","","4.3","","","","","","142","","","","","","","","","","","","","","","2.2","","","","","300","","","","","0.003","","","","","","","0.014","0.004","","","","","6.75","8.13","","","","","","","","","25.6","","","","5.4"
"2012-01-03 13:55:00","PS02","","","","","","","","","","","","2.2","","","","","","146","","","","","","","","","","","","","","","2.7","","","","","275","","","","","0.003","","","","","","","0.42","0.034","","","","","6.04","8.01","","","","","","","","","24.9","","","","4.5"
"2012-01-04 11:30:00","SL01","","","","","","","","","","","","","","","100","50","","340","","1.9","","","","","","","","","","","","","","","","","","241","","","","","0.005","","","","","","","0.014","0.008","","","","","","8.18","","","","","","","","","25.7","","","","4.7"
"2012-01-04 12:10:00","SL02","","","","","","","","","","","","","","","30","38","","314","","0.9","","","","","","","","","","","","","","","","","","130","","","","","0.003","","","","","","","0.014","0.008","","","","","","7.86","","","","","","","","","24.8","","","","1.9"
"2012-01-04 13:08:00","SL03","","","","","","","","","","","","","","","90","25","","","","5","","","","","","","","","","","","","","","","","","165","","","","","0.003","","","","","","","0.014","0.017","","","","","","8.05","","","","","","","","","26.5","","","","2.8"
"2012-01-04 14:09:00","SL04","","","","","","","","","","","","","","","20","25","","","","5","","","","","","","","","","","","","","","","","","309","","","","","0.003","","","","","","","0.014","0.008","","","","","","8.69","","","","","","","","","29.1","","","","1.4"
"2012-01-04 14:51:00","SL05","","","","","","","","","","","","","","","110","38","","","","5","","","","","","","","","","","","","","","","","","300","","","","","0.003","","","","","","","0.014","0.008","","","","","","8.47","","","","","","","","","27.5","","","","5.7"
"2012-01-10 00:00:00","CG03","","","","","","","","","","","","0.7","","","20","","","291","","5","","","","","","","","","","","","","5.3","","","","","879","","","","","0.005","","","","","","","0.29","0.016","","","","","6.81","8.1","","","","","","","","","26.4","","","","80"
"2012-01-10 11:23:00","CA01","","","","","","","","","","","","","","","2200","120","","436","","5","","","","","","","","","","","","","","","","","","959","","","","","0.013","","","","","","","0.42","0.067","","","","","","7.74","","","","","","","","","28.3","","","","3.3"
"2012-01-10 12:05:00","CG01","","","","","","","","","","","","9.8","","","1100","","","684","","5","","","","","","","","","","","","","4.5","","","","","843","","","","","0.003","","","","","","","0.42","0.008","","","","","3.45","7.76","","","","","","","","","25.7","","","","3.3"
"2012-01-10 12:27:00","CA02","","","","","","","","","","","","","","","4000","200","","1273","","10","","","","","","","","","","","","","","","","","","7030","","","","","1.444","","","","","","","3.5","41","","","","","","7.45","","","","","","","","","20.1","","","","12"
"2012-01-10 12:58:00","CA04","","","","","","","","","","","","","","","540","230","","305.5","","5","","","","","","","","","","","","","","","","","","959","","","","","0.013","","","","","","","0.39","0.043","","","","","","7.33","","","","","","","","","25.3","","","","80"
"2012-03-06 00:00:00","SJ01","","","","","","","","","","","","","","","","35","","455","","0.5","","","","","","","","","","","","","","","","","","168","","","","","0.026","","","","","","","0.08","0.01","","","","","4.86","7.64","","","","","","","","","22.8","","","","2.4"
"2012-03-06 00:00:00","SL06","","","","","","","","","","","","","","","","35","","289.3","","1.2","","","","","","","","","","","","","","","","","","425","","","","","0.026","","","","","","","0.42","0.01","","","","","6.46","7.52","","","","","","","","","25.5","","","","12"
"2012-03-06 00:00:00","CO01","5","","","","","","","","","","","","","","","25","","845","0.007","1.4","","","","","","","","","","","","","","","","","","161","","","","","0.026","","","","","","","0.16","0.1","","","","","5","7.14","","","","","","","","","24.2","","","","4.9"
"2012-03-06 00:00:00","SJ02","","","","","","","","","","","","","","","","35","","448","","0.5","","","","","","","","","","","","","","","","","","297","","","","","0.026","","","","","","","0.026","0.07","","","","","7.14","7.95","","","","","","","","","24.7","","","","3.1"
"2012-03-06 00:00:00","SJ03","","","","","","","","","","","","","","","","90","","586","","2.1","","","","","","","","","","","","","","","","","","1380","","","","","0.27","","","","","","","0.6","0.01","","","","","6.68","8.31","","","","","","","","","25.4","","","","13"
"2012-03-06 00:00:00","SJ05","5","","","","","","","","","","","","","","","200","","857","0.007","2.6","","","","","","","","","","","","","","","","","","2970","","","","","0.11","","","","","","","3.58","0.01","","","","","4.9","7.55","","","","","","","","","21.9","","","","6.7"
"2012-03-06 00:00:00","SJ04","","","","","","","","","","","","","","","","95","","622","","0.5","","","","","","","","","","","","","","","","","","762","","","","","0.026","","","","","","","0.53","0.01","","","","","5.03","7.4","","","","","","","","","25.4","","","","25"
"2012-03-07 00:00:00","PS03","","","","","","","","","","","","1.2","","","90","","","237.1","","","","","","","","","","","","","","","1.3","","","","","417","","","","","0.026","","","","","","","0.32","0.01","","","","","7.73","7.73","","","","","","","","","25.1","","","","5.8"
"2012-03-07 00:00:00","PS02","","","","","","","","","","","","0.9","","","90","","","235.7","","","","","","","","","","","","","","","11.2","","","","","413","","","","","0.026","","","","","","","0.35","0.01","","","","","7.75","7.95","","","","","","","","","25.3","","","","5.2"
"2012-03-07 00:00:00","SLC02","","","","","","","","","","","","","","","830","65","","265.6","","1","","","","","","","","","","","","","","","","","","487","","","","","0.026","","","","","","","0.21","0.01","","","","","4.69","7.55","","","","","","","","","24.7","","","","5.8"
"2012-03-07 00:00:00","PS04","","","","","","","","","","","","3","","","110","","","282.1","","","","","","","","","","","","","","","3.3","","","","","","","","","","0.026","","","","","","","0.49","0.01","","","","","7.54","7.74","","","","","","","","","25.8","","","","12"
"2012-03-07 00:00:00","SLC01","","","","","","","","","","","","","","","3300","60","","296.8","","0.9","","","","","","","","","","","","","","","","","","207","","","","","0.026","","","","","","","0.14","0.01","","","","","5.38","7.38","","","","","","","","","24","","","","15"
"2012-03-07 00:00:00","PS01=SLC03","","","","","","","","","","","","2.1","","","9500","60","","324.4","","1.4","","","","","","","","","","","","","4.2","","","","","585","","","","","0.09","","","","","","","0.98","0.01","","","","","4.39","7.36","","","","","","","","","25","","","","4.8"
"2012-03-08 00:00:00","SL04","","","","","","","","","","","","","","","250","25","","270.4","","5","","","","","","","","","","","","","","","","","","225","","","","","0.026","","","","","","","0.13","0.015","","","","","6.52","7.45","","","","","","","","","25.2","","","","2.6"
"2012-03-08 00:00:00","SL02","","","","","","","","","","","","","","","3400","60","","289.4","","1.3","","","","","","","","","","","","","","","","","","209","","","","","0.05","","","","","","","0.3","0.015","","","","","6.23","7.31","","","","","","","","","24.1","","","","10"
"2012-03-08 00:00:00","SL01","","","","","","","","","","","","","","","2700","25","","382.3","","1.2","","","","","","","","","","","","","","","","","","425","","","","","0.026","","","","","","","0.44","0.01","","","","","5.19","7.58","","","","","","","","","24.9","","","","2.6"
"2012-03-08 00:00:00","SL03","","","","","","","","","","","","","","","400","25","","350.1","","5","","","","","","","","","","","","","","","","","","227","","","","","0.026","","","","","","","0.08","0.03","","","","","6.9","7.99","","","","","","","","","27.5","","","","15"
"2012-03-08 00:00:00","SL05","","","","","","","","","","","","","","","330","25","","299.1","","5","","","","","","","","","","","","","","","","","","224","","","","","0.05","","","","","","","0.06","0.01","","","","","7.12","7.72","","","","","","","","","24.1","","","","1.8"
"2012-03-13 00:00:00","CA01","","","","","","","","","","","","","","","2000","160","","305.1","","5","","","","","","","","","","","","","","","","","","1820","","","","","0.026","","","","","","","0.88","0.015","","","","","1.12","6.61","","","","","","","","","23.3","","","","11"
"2012-03-13 00:00:00","CG01","","","","","","","","","","","","4.6","","","900","","","266.4","","5","","","","","","","","","","","","","3.5","","","","","857","","","","","0.117","","","","","","","0.58","0.015","","","","","2.83","7.02","","","","","","","","","23.5","","","","20"
"2012-03-13 00:00:00","CG03","","","","","","","","","","","","0.8","","","110","","","286.4","","5","","","","","","","","","","","","","5.7","","","","","796","","","","","0.067","","","","","","","0.35","0.01","","","","","7.03","7.57","","","","","","","","","25.4","","","","60"
"2012-03-13 00:00:00","CA02","","","","","","","","","","","","","","","3400","240","","368.4","","5","","","","","","","","","","","","","","","","","","2340","","","","","0.04","","","","","","","6.62","0.01","","","","","1.41","6.79","","","","","","","","","23.3","","","","14"
"2012-03-13 00:00:00","CA04","","","","","","","","","","","","","","","2100","200","","316.2","","5","","","","","","","","","","","","","","","","","","1680","","","","","0.043","","","","","","","2.24","0.01","","","","","1.99","6.72","","","","","","","","","23.2","","","","22"
"2012-05-08 00:00:00","SJ05","5","","","","","","","","","","","","","","","85","","1426","0.007","1.8","","","","","","","","","","","","","","","","","","3110","","","","","0.015","","","","","","","7.2","0.015","","","","","5.46","7.42","","","","","","","","","14.6","","","","5.5"
"2012-05-08 10:00:00","CO01","5","","","","","","","","","","","","","","","100","","2489","0.007","3.3","","","","","","","","","","","","","","","","","","441","","","","","0.015","","","","","","","0.62","0.01","","","","","7.98","7.22","","","","","","","","","17","","","","13"
"2012-05-08 13:18:00","SJ03","","","","","","","","","","","","","","","","85","","574","","1.8","","","","","","","","","","","","","","","","","","626","","","","","0.015","","","","","","","2.33","0.01","","","","","7.83","7.12","","","","","","","","","18","","","","2.7"
"2012-05-08 14:33:00","SJ02","","","","","","","","","","","","","","","","75","","418","","0.5","","","","","","","","","","","","","","","","","","146","","","","","0.015","","","","","","","0.21","0.01","","","","","7.68","6.32","","","","","","","","","16.4","","","","3.5"
"2012-05-08 15:31:00","SJ01","","","","","","","","","","","","","","","","85","","428.3","","5","","","","","","","","","","","","","","","","","","70.7","","","","","0.015","","","","","","","0.04","0.01","","","","","8.03","6.51","","","","","","","","","14.3","","","","1.4"
"2012-05-09 09:55:00","SLC01","","","","","","","","","","","","","","","520","45","","229.4","","2.2","","","","","","","","","","","","","","","","","","39.5","","","","","0.015","","","","","","","0.11","0.03","","","","","6.27","6","","","","","","","","","16.1","","","","7"
"2012-05-09 10:33:00","SLC02","","","","","","","","","","","","","","","190","60","","308.8","","2","","","","","","","","","","","","","","","","","","185","","","","","0.015","","","","","","","0.11","0.09","","","","","6.19","6.38","","","","","","","","","17.5","","","","4.4"
"2012-05-09 11:06:00","PS01=SLC03","","","","","","","","","","","","0.1","","","140","60","","364.7","","3.1","","","","","","","","","","","","","1.2","","","","","578","","","","","0.04","","","","","","","1.62","0.01","","","","","5.75","6.52","","","","","","","","","17.6","","","","4.1"
"2012-05-09 12:11:00","PS03","","","","","","","","","","","","0.1","","","50","","","246.1","","","","","","","","","","","","","","","1.8","","","","","333","","","","","0.026","","","","","","","0.5","0.01","","","","","7.79","6.67","","","","","","","","","18","","","","13"
"2012-05-09 12:27:00","PS04","","","","","","","","","","","","0.6","","","40","","","255.4","","","","","","","","","","","","","","","1","","","","","342","","","","","0.015","","","","","","","0.55","0.01","","","","","8.32","7.29","","","","","","","","","18.4","","","","9.3"
"2012-05-09 12:45:00","PS02","","","","","","","","","","","","0.7","","","50","","","255.9","","","","","","","","","","","","","","","1.5","","","","","329","","","","","0.015","","","","","","","0.56","0.05","","","","","8.66","7.36","","","","","","","","","18.9","","","","8.9"
"2012-05-09 15:00:00","CA01","","","","","","","","","","","","","","","60","100","","344.6","","5","","","","","","","","","","","","","","","","","","1190","","","","","0.015","","","","","","","0.026","0.015","","","","","5.36","6.52","","","","","","","","","16.4","","","","6.6"
"2012-05-09 15:34:00","CG01","","","","","","","","","","","","28.6","","","50","","","303.3","","5","","","","","","","","","","","","","27.4","","","","","650","","","","","0.015","","","","","","","0.07","0.1","","","","","1.34","6.22","","","","","","","","","14.9","","","","15"
"2012-05-09 15:57:00","CA02","","","","","","","","","","","","","","","80","110","","741","","5","","","","","","","","","","","","","","","","","","4160","","","","","0.27","","","","","","","0.66","11","","","","","2.94","6.92","","","","","","","","","13.3","","","","3.5"
"2012-05-09 16:23:00","CA04","","","","","","","","","","","","","","","670","80","","537.2","","5","","","","","","","","","","","","","","","","","","1210","","","","","0.04","","","","","","","2.05","0.015","","","","","3","6.89","","","","","","","","","17.2","","","","11"
"2012-05-09 17:13:00","CG03","","","","","","","","","","","","1.2","","","10","","","301.4","","5","","","","","","","","","","","","","4","","","","","687","","","","","0.015","","","","","","","0.33","0.04","","","","","8.67","7.08","","","","","","","","","17.2","","","","65"
"2012-05-10 00:00:00","SL05","","","","","","","","","","","","","","","10000","45","","333.7","","5","","","","","","","","","","","","","","","","","","247","","","","","0.05","","","","","","","0.2","0.01","","","","","7.95","7.29","","","","","","","","","18.1","","","","6.2"
